date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/13/2015,Quarter2,finishing ,Tuesday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.805909
1/13/2015,Quarter2,sweing,Tuesday,6,0.8,11.61,1004.0,5670.0,50.0,0.0,0,0,31.5,0.800247
1/13/2015,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670.0,50.0,0.0,0,0,31.5,0.800247
1/13/2015,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530.0,50.0,0.0,0,0,58.5,0.8
1/13/2015,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900.0,54.0,0.0,0,0,55.0,0.705577
1/13/2015,Quarter2,finishing ,Tuesday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.681061
1/13/2015,Quarter2,finishing ,Tuesday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.670076
1/13/2015,Quarter2,finishing ,Tuesday,11,0.8,4.15,,1440.0,0.0,0.0,0,0,8.0,0.601278
1/13/2015,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540.0,37.0,0.0,0,0,53.0,0.582301
1/13/2015,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440.0,0.0,0.0,0,0,58.0,0.52681
1/13/2015,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170.0,23.0,0.0,0,0,56.5,0.500381
1/13/2015,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170.0,23.0,0.0,0,0,56.5,0.350206
1/14/2015,Quarter2,finishing ,Wednesday,11,0.8,4.15,,1980.0,0.0,0.0,0,0,7.0,0.934607
1/14/2015,Quarter2,finishing ,Wednesday,4,0.35,4.3,,2700.0,0.0,0.0,0,0,8.0,0.908081
1/14/2015,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170.0,70.0,0.0,0,0,56.5,0.900145
1/14/2015,Quarter2,finishing ,Wednesday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.891723
1/14/2015,Quarter2,finishing ,Wednesday,5,0.65,4.15,,1440.0,0.0,0.0,0,0,15.0,0.864583
1/14/2015,Quarter2,finishing ,Wednesday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/14/2015,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/14/2015,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/14/2015,Quarter2,finishing ,Wednesday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.837595
1/14/2015,Quarter2,finishing ,Wednesday,3,0.8,4.15,,1440.0,0.0,0.0,0,0,7.0,0.820833
1/14/2015,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970.0,50.0,0.0,0,0,31.5,0.800313
1/14/2015,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670.0,38.0,0.0,0,0,31.5,0.800247
1/14/2015,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/14/2015,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320.0,0.0,0.0,0,0,58.0,0.700096
1/14/2015,Quarter2,finishing ,Wednesday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.66733
1/14/2015,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100.0,23.0,0.0,0,0,57.0,0.60037
1/14/2015,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390.0,23.0,0.0,0,0,56.5,0.49998
1/14/2015,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200.0,23.0,0.0,0,0,55.0,0.350031
1/14/2015,Quarter2,finishing ,Wednesday,10,0.8,3.94,,1260.0,0.0,0.0,0,0,8.0,0.332359
1/14/2015,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260.0,27.0,0.0,0,0,57.0,0.311207
1/14/2015,Quarter2,finishing ,Wednesday,2,0.8,3.94,,1260.0,0.0,0.0,0,0,8.0,0.247316
1/15/2015,Quarter3,finishing ,Thursday,4,0.35,4.3,,3600.0,0.0,0.0,0,0,20.0,0.988636
1/15/2015,Quarter3,finishing ,Thursday,10,0.8,3.94,,3420.0,0.0,0.0,0,0,19.0,0.95311
1/15/2015,Quarter3,finishing ,Thursday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.884261
1/15/2015,Quarter3,finishing ,Thursday,5,0.65,4.15,,1440.0,0.0,0.0,0,0,8.0,0.860653
1/15/2015,Quarter3,finishing ,Thursday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/15/2015,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/15/2015,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970.0,60.0,0.0,0,0,56.5,0.850416
1/15/2015,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/15/2015,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/15/2015,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950.0,38.0,0.0,0,0,31.5,0.800031
1/15/2015,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950.0,50.0,0.0,0,0,31.5,0.800031
1/15/2015,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440.0,0.0,0.0,0,0,58.0,0.70006
1/15/2015,Quarter3,finishing ,Thursday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.689299
1/15/2015,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170.0,30.0,0.0,0,0,56.5,0.660683
1/15/2015,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080.0,26.0,0.0,0,0,56.0,0.650131
1/15/2015,Quarter3,finishing ,Thursday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.606913
1/15/2015,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170.0,23.0,0.0,0,0,56.5,0.600292
1/15/2015,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900.0,30.0,0.0,0,0,55.0,0.500025
1/15/2015,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810.0,23.0,0.0,0,0,54.5,0.499999
1/17/2015,Quarter3,finishing ,Saturday,5,0.65,4.15,,2700.0,0.0,0.0,0,0,15.0,0.987197
1/17/2015,Quarter3,finishing ,Saturday,2,0.8,3.94,,1800.0,0.0,0.0,0,0,10.0,0.980909
1/17/2015,Quarter3,finishing ,Saturday,10,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.974621
1/17/2015,Quarter3,finishing ,Saturday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.884261
1/17/2015,Quarter3,finishing ,Saturday,9,0.8,3.94,,1800.0,0.0,0.0,0,0,10.0,0.826803
1/17/2015,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490.0,63.0,0.0,0,0,30.5,0.800344
1/17/2015,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670.0,63.0,0.0,0,0,31.5,0.800247
1/17/2015,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170.0,50.0,0.0,0,0,56.5,0.800129
1/17/2015,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170.0,50.0,0.0,0,0,56.5,0.800129
1/17/2015,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/17/2015,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/17/2015,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570.0,23.0,0.0,0,0,56.5,0.770114
1/17/2015,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170.0,50.0,0.0,0,0,56.5,0.700542
1/17/2015,Quarter3,finishing ,Saturday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.675568
1/17/2015,Quarter3,finishing ,Saturday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.661837
1/17/2015,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720.0,35.0,0.0,0,0,54.0,0.650199
1/17/2015,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170.0,30.0,0.0,0,0,56.5,0.600292
1/17/2015,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080.0,38.0,0.0,0,0,56.0,0.600273
1/17/2015,Quarter3,finishing ,Saturday,6,0.8,2.9,,900.0,0.0,0.0,0,0,5.0,0.465758
1/17/2015,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440.0,21.0,0.0,0,0,58.0,0.452013
1/17/2015,Quarter3,finishing ,Saturday,11,0.8,4.15,,1260.0,0.0,0.0,0,0,7.0,0.313853
1/18/2015,Quarter3,finishing ,Sunday,5,0.6,4.15,,1440.0,0.0,0.0,0,0,8.0,0.852794
1/18/2015,Quarter3,finishing ,Sunday,11,0.65,4.15,,2160.0,0.0,0.0,0,0,12.0,0.838384
1/18/2015,Quarter3,finishing ,Sunday,6,0.8,2.9,,1800.0,0.0,0.0,0,0,10.0,0.804848
1/18/2015,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490.0,63.0,0.0,0,0,30.5,0.800344
1/18/2015,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170.0,50.0,0.0,0,0,56.5,0.800129
1/18/2015,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170.0,38.0,0.0,0,0,56.5,0.800129
1/18/2015,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660.0,50.0,0.0,0,0,59.0,0.800015
1/18/2015,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170.0,50.0,0.0,0,0,56.5,0.700542
1/18/2015,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080.0,40.0,0.0,0,0,56.0,0.700094
1/18/2015,Quarter3,finishing ,Sunday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.692045
1/18/2015,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670.0,56.0,0.0,0,0,31.5,0.662256
1/18/2015,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170.0,35.0,0.0,0,0,56.5,0.650417
1/18/2015,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260.0,44.0,0.0,0,0,57.0,0.6503
1/18/2015,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170.0,26.0,0.0,0,0,56.5,0.650243
1/18/2015,Quarter3,finishing ,Sunday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.639867
1/18/2015,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440.0,30.0,0.0,0,0,58.0,0.600063
1/18/2015,Quarter3,finishing ,Sunday,9,0.8,3.94,,1800.0,0.0,0.0,0,0,10.0,0.582045
1/18/2015,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350.0,24.0,0.0,0,0,57.5,0.403242
1/18/2015,Quarter3,finishing ,Sunday,10,0.7,3.94,,1440.0,0.0,0.0,0,0,8.0,0.235795
1/19/2015,Quarter3,finishing ,Monday,4,0.7,4.3,,5040.0,0.0,0.0,0,0,28.0,0.977273
1/19/2015,Quarter3,finishing ,Monday,9,0.8,3.94,,1800.0,0.0,0.0,0,0,10.0,0.964106
1/19/2015,Quarter3,finishing ,Monday,5,0.65,4.15,,1440.0,0.0,0.0,0,0,8.0,0.958902
1/19/2015,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380.0,50.0,0.0,0,0,31.0,0.800359
1/19/2015,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630.0,50.0,0.0,0,0,56.5,0.800163
1/19/2015,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/19/2015,Quarter3,finishing ,Monday,12,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.793845
1/19/2015,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170.0,38.0,0.0,0,0,56.5,0.750518
1/19/2015,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260.0,63.0,0.0,0,0,57.0,0.750068
1/19/2015,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170.0,50.0,0.0,0,0,56.5,0.750063
1/19/2015,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080.0,63.0,0.0,0,0,56.0,0.750057
1/19/2015,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260.0,50.0,0.0,0,0,57.0,0.70017
1/19/2015,Quarter3,finishing ,Monday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.683807
1/19/2015,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280.0,35.0,0.0,0,0,58.0,0.650066
1/19/2015,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260.0,30.0,0.0,0,0,57.0,0.57646
1/19/2015,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170.0,30.0,0.0,0,0,56.5,0.549969
1/19/2015,Quarter3,finishing ,Monday,10,0.7,3.94,,1440.0,0.0,0.0,0,0,8.0,0.5384
1/19/2015,Quarter3,finishing ,Monday,11,0.7,4.15,,1440.0,0.0,0.0,0,0,8.0,0.409545
1/19/2015,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120.0,23.0,0.0,0,0,34.0,0.350218
1/20/2015,Quarter3,finishing ,Tuesday,5,0.7,4.15,,1440.0,0.0,0.0,0,0,8.0,1.03357
1/20/2015,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580.0,63.0,0.0,0,0,31.0,0.800261
1/20/2015,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170.0,50.0,0.0,0,0,56.5,0.800129
1/20/2015,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/20/2015,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260.0,63.0,0.0,0,0,57.0,0.750068
1/20/2015,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080.0,63.0,0.0,0,0,56.0,0.750057
1/20/2015,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460.0,50.0,0.0,0,0,57.0,0.750038
1/20/2015,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260.0,50.0,0.0,0,0,57.0,0.750032
1/20/2015,Quarter3,finishing ,Tuesday,9,0.8,3.94,,1800.0,0.0,0.0,0,0,10.0,0.728303
1/20/2015,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260.0,50.0,0.0,0,0,57.0,0.70017
1/20/2015,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260.0,50.0,0.0,0,0,57.0,0.700064
1/20/2015,Quarter3,finishing ,Tuesday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.639867
1/20/2015,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720.0,23.0,0.0,0,0,34.0,0.50029
1/20/2015,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080.0,30.0,0.0,0,0,56.0,0.400333
1/20/2015,Quarter3,finishing ,Tuesday,11,0.7,4.15,,2700.0,0.0,0.0,0,0,15.0,0.362667
1/21/2015,Quarter3,finishing ,Wednesday,4,0.75,4.3,,6000.0,0.0,0.0,0,0,20.0,0.978526
1/21/2015,Quarter3,finishing ,Wednesday,2,0.7,3.94,,5100.0,0.0,0.0,0,0,17.0,0.912202
1/21/2015,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080.0,94.0,0.0,0,0,56.0,0.900556
1/21/2015,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760.0,75.0,0.0,0,0,89.0,0.850411
1/21/2015,Quarter3,finishing ,Wednesday,9,0.8,3.94,,2400.0,0.0,0.0,0,0,8.0,0.827147
1/21/2015,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470.0,38.0,0.0,0,0,56.5,0.800437
1/21/2015,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500.0,60.0,0.0,0,0,57.0,0.800416
1/21/2015,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080.0,75.0,0.0,0,0,56.0,0.800021
1/21/2015,Quarter3,finishing ,Wednesday,5,0.7,4.15,,2400.0,0.0,0.0,0,0,8.0,0.758173
1/21/2015,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440.0,50.0,0.0,0,0,58.0,0.750345
1/21/2015,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260.0,63.0,0.0,0,0,57.0,0.750068
1/21/2015,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260.0,50.0,0.0,0,0,57.0,0.70017
1/21/2015,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260.0,34.0,0.0,0,0,57.0,0.70003
1/21/2015,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360.0,23.0,0.0,0,0,34.0,0.600173
1/21/2015,Quarter3,finishing ,Wednesday,8,0.8,2.9,,2400.0,0.0,0.0,0,0,8.0,0.594872
1/21/2015,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140.0,29.0,0.0,0,0,58.0,0.520238
1/21/2015,Quarter3,finishing ,Wednesday,1,0.65,3.94,,2400.0,0.0,0.0,0,0,8.0,0.505128
1/21/2015,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080.0,23.0,0.0,0,0,56.0,0.500241
1/21/2015,Quarter3,finishing ,Wednesday,11,0.7,4.15,,2700.0,0.0,0.0,0,0,9.0,0.470769
1/22/2015,Quarter4,finishing ,Thursday,7,0.6,3.94,,6000.0,0.0,0.0,0,0,10.0,0.957639
1/22/2015,Quarter4,finishing ,Thursday,10,0.75,3.94,,8400.0,0.0,0.0,0,0,14.0,0.940701
1/22/2015,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080.0,81.0,0.0,0,0,56.0,0.849984
1/22/2015,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620.0,60.0,0.0,0,0,57.0,0.800303
1/22/2015,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360.0,63.0,0.0,0,0,32.0,0.800192
1/22/2015,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080.0,55.0,0.0,0,0,56.0,0.800021
1/22/2015,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180.0,63.0,0.0,0,0,57.0,0.750162
1/22/2015,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260.0,63.0,0.0,0,0,57.0,0.750068
1/22/2015,Quarter4,finishing ,Thursday,5,0.7,4.15,,9000.0,0.0,0.0,0,0,15.0,0.742901
1/22/2015,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440.0,40.0,0.0,0,0,58.0,0.700251
1/22/2015,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260.0,50.0,0.0,0,0,57.0,0.70017
1/22/2015,Quarter4,finishing ,Thursday,4,0.75,4.3,,9000.0,0.0,0.0,0,0,15.0,0.670216
1/22/2015,Quarter4,finishing ,Thursday,1,0.7,3.94,,15000.0,0.0,0.0,0,0,25.0,0.649662
1/22/2015,Quarter4,finishing ,Thursday,2,0.7,3.94,,15000.0,0.0,0.0,0,0,25.0,0.649662
1/22/2015,Quarter4,finishing ,Thursday,6,0.8,2.9,,4800.0,0.0,0.0,0,0,8.0,0.626823
1/22/2015,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960.0,23.0,0.0,0,0,34.0,0.600436
1/22/2015,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260.0,23.0,0.0,0,0,57.0,0.600414
1/22/2015,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770.0,30.0,0.0,0,0,56.5,0.5555
1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440.0,30.0,0.0,0,0,58.0,0.500548
1/22/2015,Quarter4,finishing ,Thursday,3,0.7,3.94,,12000.0,0.0,0.0,0,0,20.0,0.460579
1/22/2015,Quarter4,finishing ,Thursday,8,0.8,2.9,,4800.0,0.0,0.0,0,0,8.0,0.397743
1/22/2015,Quarter4,finishing ,Thursday,12,0.6,4.08,,5400.0,0.0,0.0,0,0,9.0,0.327407
1/24/2015,Quarter4,finishing ,Saturday,5,0.7,4.15,,2700.0,0.0,0.0,0,0,15.0,0.966667
1/24/2015,Quarter4,finishing ,Saturday,10,0.75,3.94,,1800.0,0.0,0.0,0,0,10.0,0.937242
1/24/2015,Quarter4,finishing ,Saturday,8,0.8,2.9,,1620.0,0.0,0.0,0,0,9.0,0.910522
1/24/2015,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260.0,94.0,0.0,0,0,57.0,0.900648
1/24/2015,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260.0,94.0,0.0,0,0,57.0,0.900321
1/24/2015,Quarter4,finishing ,Saturday,11,0.75,4.15,,1800.0,0.0,0.0,0,0,10.0,0.896023
1/24/2015,Quarter4,finishing ,Saturday,3,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.895455
1/24/2015,Quarter4,finishing ,Saturday,7,0.65,3.94,,2160.0,0.0,0.0,0,0,12.0,0.870581
1/24/2015,Quarter4,finishing ,Saturday,12,0.7,4.08,,1620.0,0.0,0.0,0,0,9.0,0.858586
1/24/2015,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260.0,75.0,0.0,0,0,57.0,0.800644
1/24/2015,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080.0,69.0,0.0,0,0,56.0,0.80063
1/24/2015,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640.0,63.0,0.0,0,0,32.0,0.800537
1/24/2015,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260.0,69.0,0.0,0,0,57.0,0.800352
1/24/2015,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120.0,40.0,0.0,0,0,34.0,0.750079
1/24/2015,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260.0,56.0,0.0,0,0,57.0,0.750041
1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440.0,50.0,0.0,0,0,58.0,0.700251
1/24/2015,Quarter4,finishing ,Saturday,4,0.75,4.3,,2160.0,0.0,0.0,0,0,12.0,0.651515
1/24/2015,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170.0,26.0,0.0,0,0,56.5,0.650417
1/24/2015,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660.0,23.0,0.0,0,0,58.0,0.600125
1/24/2015,Quarter4,finishing ,Saturday,2,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.578314
1/24/2015,Quarter4,finishing ,Saturday,1,0.7,3.94,,1440.0,0.0,0.0,0,0,8.0,0.578314
1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360.0,23.0,0.0,0,0,52.0,0.34999
1/24/2015,Quarter4,finishing ,Saturday,9,0.6,3.94,,1440.0,0.0,0.0,0,0,8.0,0.261174
1/25/2015,Quarter4,finishing ,Sunday,5,0.7,4.15,,3060.0,0.0,0.0,0,0,17.0,0.973797
1/25/2015,Quarter4,finishing ,Sunday,2,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.970076
1/25/2015,Quarter4,finishing ,Sunday,1,0.7,3.94,,1440.0,0.0,0.0,0,0,8.0,0.970076
1/25/2015,Quarter4,finishing ,Sunday,3,0.75,3.94,,1620.0,0.0,0.0,0,0,9.0,0.961785
1/25/2015,Quarter4,finishing ,Sunday,10,0.75,3.94,,3420.0,0.0,0.0,0,0,19.0,0.955152
1/25/2015,Quarter4,finishing ,Sunday,4,0.75,4.3,,2160.0,0.0,0.0,0,0,12.0,0.95202
1/25/2015,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260.0,94.0,0.0,0,0,57.0,0.900321
1/25/2015,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530.0,81.0,0.0,0,0,58.5,0.850224
1/25/2015,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530.0,75.0,0.0,0,0,58.5,0.80091
1/25/2015,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350.0,55.0,0.0,0,0,57.5,0.800513
1/25/2015,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760.0,63.0,0.0,0,0,32.0,0.800386
1/25/2015,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080.0,69.0,0.0,0,0,56.0,0.800021
1/25/2015,Quarter4,finishing ,Sunday,7,0.65,3.94,,2520.0,0.0,0.0,0,0,14.0,0.749188
1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170.0,40.0,0.0,0,0,56.5,0.700542
1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120.0,40.0,0.0,0,0,34.0,0.700437
1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440.0,50.0,0.0,0,0,58.0,0.700251
1/25/2015,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440.0,26.0,0.0,0,0,58.0,0.650408
1/25/2015,Quarter4,finishing ,Sunday,12,0.7,4.08,,1620.0,0.0,0.0,0,0,9.0,0.618182
1/25/2015,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260.0,40.0,0.0,0,0,57.0,0.591142
1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720.0,23.0,0.0,0,0,52.0,0.500062
1/25/2015,Quarter4,finishing ,Sunday,8,0.8,2.9,,720.0,0.0,0.0,0,0,4.0,0.329545
1/26/2015,Quarter4,finishing ,Monday,3,0.75,3.94,,1800.0,0.0,0.0,0,0,10.0,1.059621
1/26/2015,Quarter4,finishing ,Monday,10,0.75,3.94,,3780.0,0.0,0.0,0,0,21.0,0.997792
1/26/2015,Quarter4,finishing ,Monday,4,0.75,4.3,,2160.0,0.0,0.0,0,0,12.0,0.963699
1/26/2015,Quarter4,finishing ,Monday,5,0.7,4.15,,2700.0,0.0,0.0,0,0,15.0,0.959192
1/26/2015,Quarter4,finishing ,Monday,2,0.75,3.94,,1800.0,0.0,0.0,0,0,10.0,0.910379
1/26/2015,Quarter4,finishing ,Monday,1,0.7,3.94,,1800.0,0.0,0.0,0,0,10.0,0.910379
1/26/2015,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170.0,60.0,0.0,0,0,56.5,0.850313
1/26/2015,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760.0,50.0,0.0,0,0,32.0,0.800386
1/26/2015,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260.0,69.0,0.0,0,0,57.0,0.800352
1/26/2015,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260.0,55.0,0.0,0,0,57.0,0.800034
1/26/2015,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440.0,60.0,0.0,0,0,58.0,0.800024
1/26/2015,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080.0,55.0,0.0,0,0,56.0,0.800021
1/26/2015,Quarter4,finishing ,Monday,12,0.7,4.08,,1620.0,0.0,0.0,0,0,9.0,0.769293
1/26/2015,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320.0,56.0,0.0,0,0,58.0,0.750031
