Age,Height,Matches,Minutes/Match,Goals/Match,Assists/Match,Yellow Cards/Match,Red Cards/Match,Shots/Match,Pass Success Rate,Aerials Won,class
24,190,6.0,44.1666666666667,0.166666666666667,0.166666666666667,0.0,0.166666666666667,1.7,75.0,1.8,Forward
21,178,1.0,17.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0,Midfielder
27,183,9.0,28.5555555555556,0.0,0.0,0.0,0.0,0.1,68.4,0.0,Defender
32,185,8.0,22.75,0.0,0.0,0.25,0.0,0.1,73.5,0.5,Midfielder
24,176,4.0,7.25,0.0,0.0,0.5,0.0,0.3,100.0,0.0,Forward
24,187,7.0,83.5714285714286,0.0,0.0,0.285714285714286,0.0,0.3,85.8,2.1,Defender
24,190,1.0,90.0,0.0,0.0,0.0,0.0,0.0,89.7,4.0,Defender
25,180,50.0,70.58,0.1,0.12,0.32,0.04,1.2,87.2,0.3,Midfielder
34,195,146.0,88.4383561643836,0.0,0.0136986301369863,0.0821917808219178,0.0068493150684931,0.0,58.4,0.2,Goalkeeper
24,186,60.0,87.8,0.0333333333333333,0.0333333333333333,0.316666666666667,0.0166666666666666,0.4,85.7,2.1,Defender
27,172,130.0,61.3538461538462,0.0769230769230769,0.0923076923076923,0.115384615384615,0.0076923076923076,1.0,81.4,0.2,Midfielder
21,193,7.0,90.0,0.0,0.0,0.142857142857143,0.0,0.6,86.6,2.7,Defender
24,189,57.0,50.0701754385965,0.263157894736842,0.0175438596491228,0.0701754385964912,0.0,1.3,76.3,0.8,Forward
23,184,84.0,65.8095238095238,0.0476190476190476,0.0238095238095238,0.273809523809524,0.0,1.1,86.0,0.9,Midfielder
21,176,6.0,47.3333333333333,0.0,0.0,0.166666666666667,0.0,0.7,79.1,0.2,Defender
33,188,182.0,79.1153846153846,0.0439560439560439,0.0219780219780219,0.28021978021978,0.0164835164835164,0.3,85.8,1.7,Defender
30,185,169.0,64.5443786982249,0.0532544378698224,0.0473372781065088,0.289940828402367,0.0,1.0,84.0,1.0,Midfielder
24,177,11.0,60.7272727272727,0.0,0.0,0.181818181818182,0.0,0.3,87.4,0.4,Midfielder
23,172,21.0,44.3809523809524,0.0952380952380952,0.0,0.142857142857143,0.0,0.9,78.3,0.1,Midfielder
23,187,73.0,85.3561643835617,0.0273972602739726,0.0,0.164383561643836,0.0273972602739726,0.3,87.4,1.7,Defender
23,179,31.0,31.1935483870968,0.0,0.032258064516129,0.032258064516129,0.0,0.7,75.6,0.3,Midfielder
22,170,18.0,49.6666666666667,0.0,0.0,0.222222222222222,0.0,0.2,82.3,0.3,Midfielder
23,188,18.0,19.6111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.5,71.6,0.4,Forward
22,185,2.0,6.5,0.0,0.0,0.0,0.0,0.0,45.0,0.0,Midfielder
30,178,222.0,57.2522522522523,0.117117117117117,0.117117117117117,0.0765765765765765,0.0,1.1,77.4,0.4,Midfielder
26,189,69.0,89.6521739130435,0.0,0.0,0.101449275362319,0.0144927536231884,0.0,75.6,0.1,Goalkeeper
30,175,330.0,69.3969696969697,0.136363636363636,0.118181818181818,0.133333333333333,0.0151515151515151,1.3,78.7,0.6,Midfielder
26,190,198.0,82.8484848484848,0.0505050505050505,0.0353535353535353,0.171717171717172,0.0252525252525252,0.6,83.3,2.4,Defender
30,187,260.0,89.9538461538462,0.0,0.0,0.1,0.0038461538461538,0.0,64.5,0.3,Goalkeeper
31,180,168.0,85.2678571428571,0.0119047619047619,0.0238095238095238,0.214285714285714,0.0119047619047619,0.2,86.7,1.8,Defender
20,186,25.0,66.68,0.0,0.0,0.32,0.04,0.4,85.4,1.3,Defender
25,184,168.0,86.4940476190476,0.0416666666666666,0.0476190476190476,0.357142857142857,0.0,0.4,86.6,1.3,Defender
20,172,5.0,38.4,0.2,0.0,0.2,0.0,1.0,84.1,1.0,Midfielder
21,187,46.0,50.6304347826087,0.0434782608695652,0.0217391304347826,0.0869565217391304,0.0,1.0,80.6,0.4,Midfielder
28,185,116.0,65.4396551724138,0.267241379310345,0.0775862068965517,0.172413793103448,0.0,1.5,81.6,1.6,Forward
31,180,88.0,53.3181818181818,0.0909090909090909,0.0454545454545454,0.136363636363636,0.0227272727272727,0.5,84.1,0.5,Midfielder
23,168,107.0,46.7383177570094,0.0934579439252336,0.102803738317757,0.0654205607476635,0.0,0.9,85.4,0.1,Midfielder
32,168,285.0,72.7438596491228,0.0070175438596491,0.0210526315789473,0.147368421052632,0.0035087719298245,0.2,88.8,0.3,Midfielder
21,184,20.0,25.1,0.05,0.0,0.2,0.0,0.6,82.7,0.5,Forward
23,187,87.0,52.8045977011494,0.114942528735632,0.057471264367816,0.149425287356322,0.0,1.5,70.8,1.4,Forward
25,183,159.0,75.9119496855346,0.0188679245283018,0.0188679245283018,0.10062893081761,0.0,0.2,89.2,1.2,Defender
23,185,34.0,59.4411764705882,0.0294117647058823,0.0588235294117647,0.0588235294117647,0.0,0.8,86.1,0.8,Midfielder
21,180,2.0,23.0,0.0,0.0,0.5,0.0,0.0,62.1,0.0,Midfielder
31,195,223.0,67.8161434977579,0.304932735426009,0.0762331838565022,0.134529147982063,0.0,2.0,65.8,5.0,Forward
23,183,155.0,52.6774193548387,0.32258064516129,0.0838709677419354,0.032258064516129,0.0129032258064516,1.3,77.1,0.7,Forward
31,194,112.0,89.9196428571429,0.0,0.0,0.0535714285714285,0.0,0.0,65.0,0.3,Goalkeeper
26,193,88.0,80.3068181818182,0.0681818181818181,0.0227272727272727,0.125,0.0,0.6,85.8,2.3,Defender
27,167,149.0,53.4832214765101,0.100671140939597,0.0939597315436241,0.0805369127516778,0.0,1.4,72.3,0.2,Midfielder
21,187,26.0,46.3076923076923,0.0,0.0,0.0769230769230769,0.0,0.2,69.8,0.5,Defender
21,170,16.0,12.6875,0.0,0.0625,0.0625,0.0,0.8,66.8,0.1,Forward
20,195,5.0,16.8,0.0,0.0,0.2,0.0,0.4,70.6,0.6,Midfielder
20,179,4.0,13.0,0.0,0.0,0.0,0.0,0.5,90.0,0.3,Forward
32,194,140.0,83.1142857142857,0.0428571428571428,0.0071428571428571,0.171428571428571,0.0214285714285714,0.6,79.7,4.0,Defender
21,181,62.0,52.6129032258065,0.0161290322580645,0.064516129032258,0.161290322580645,0.0,0.7,85.7,0.6,Midfielder
30,191,220.0,89.4454545454546,0.0,0.0,0.059090909090909,0.0045454545454545,0.0,66.5,0.2,Goalkeeper
28,187,209.0,83.7703349282297,0.0239234449760765,0.0143540669856459,0.23444976076555,0.0095693779904306,0.5,88.2,3.1,Defender
29,185,322.0,80.2453416149068,0.0403726708074534,0.0341614906832298,0.239130434782609,0.0,0.6,82.9,2.4,Defender
31,188,471.0,90.1932059447983,0.0,0.0,0.0233545647558386,0.0,0.0,55.6,0.2,Goalkeeper
24,182,221.0,72.9185520361991,0.117647058823529,0.104072398190045,0.244343891402715,0.0090497737556561,1.2,84.1,0.6,Midfielder
32,176,609.0,77.7208538587849,0.0738916256157635,0.164203612479475,0.160919540229885,0.0032840722495894,0.8,85.2,0.5,Midfielder
21,173,26.0,39.3846153846154,0.0769230769230769,0.153846153846154,0.0769230769230769,0.0,0.7,71.3,0.2,Midfielder
29,186,279.0,77.831541218638,0.03584229390681,0.021505376344086,0.222222222222222,0.017921146953405,0.4,87.8,1.7,Defender
28,171,306.0,56.9509803921569,0.0915032679738562,0.147058823529412,0.0718954248366013,0.0,1.0,83.9,0.3,Midfielder
34,198,137.0,59.3211678832117,0.167883211678832,0.0802919708029197,0.131386861313869,0.0,1.3,56.0,6.1,Forward
31,193,165.0,84.3575757575758,0.0545454545454545,0.006060606060606,0.181818181818182,0.006060606060606,0.4,86.0,2.2,Defender
32,183,266.0,80.0751879699248,0.037593984962406,0.018796992481203,0.210526315789474,0.018796992481203,0.4,82.6,1.8,Defender
23,188,3.0,90.0,0.0,0.0,0.0,0.0,0.0,73.2,0.7,Goalkeeper
23,188,43.0,86.9069767441861,0.0,0.0,0.0232558139534883,0.0,0.0,67.7,0.1,Goalkeeper
23,187,86.0,70.7093023255814,0.0116279069767441,0.0116279069767441,0.174418604651163,0.0232558139534883,0.4,81.8,1.2,Defender
27,187,210.0,67.3952380952381,0.114285714285714,0.0476190476190476,0.104761904761905,0.0047619047619047,0.7,84.5,1.1,Midfielder
23,188,68.0,32.8676470588235,0.117647058823529,0.0147058823529411,0.117647058823529,0.0,0.9,78.6,0.5,Midfielder
33,186,175.0,79.1028571428572,0.0342857142857142,0.0171428571428571,0.182857142857143,0.0171428571428571,0.3,78.4,1.8,Defender
22,173,17.0,43.5294117647059,0.0588235294117647,0.0,0.117647058823529,0.0,0.5,86.6,0.2,Midfielder
21,177,40.0,60.625,0.025,0.025,0.275,0.025,0.6,90.2,0.4,Midfielder
30,190,231.0,58.3333333333333,0.0735930735930736,0.0519480519480519,0.186147186147186,0.0043290043290043,0.9,86.2,1.4,Midfielder
29,188,15.0,23.4666666666667,0.0666666666666666,0.0,0.0,0.0666666666666666,0.5,70.0,1.1,Forward
29,190,266.0,59.8947368421053,0.191729323308271,0.109022556390977,0.112781954887218,0.0,1.7,76.0,1.2,Forward
20,172,21.0,28.6190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0,0.5,85.2,0.2,Forward
31,187,106.0,47.0566037735849,0.0849056603773584,0.0188679245283018,0.264150943396226,0.0,0.7,76.1,1.4,Midfielder
20,179,6.0,15.1666666666667,0.0,0.166666666666667,0.0,0.0,0.2,89.2,0.0,Forward
25,175,135.0,62.5851851851852,0.0814814814814814,0.0666666666666666,0.22962962962963,0.0148148148148148,0.8,84.4,0.5,Midfielder
27,181,258.0,56.4418604651163,0.0581395348837209,0.104651162790698,0.10077519379845,0.0,0.7,87.4,0.4,Midfielder
25,199,56.0,90.0,0.0,0.0,0.0535714285714285,0.0,0.0,82.2,0.3,Goalkeeper
30,183,16.0,67.8125,0.0625,0.1875,0.125,0.0,0.9,73.1,1.7,Midfielder
25,183,18.0,89.2222222222222,0.0555555555555555,0.0,0.388888888888889,0.0,0.5,86.4,2.0,Defender
41,188,492.0,86.5548780487805,0.0365853658536585,0.0284552845528455,0.197154471544715,0.0182926829268292,0.5,89.3,2.0,Defender
19,179,101.0,31.3762376237624,0.188118811881188,0.0594059405940594,0.0297029702970297,0.0,1.0,80.0,0.2,Forward
24,190,48.0,84.2916666666667,0.0416666666666666,0.0208333333333333,0.229166666666667,0.0416666666666666,0.5,87.5,1.9,Defender
24,175,131.0,56.4274809160305,0.137404580152672,0.0916030534351145,0.106870229007634,0.0076335877862595,1.1,79.4,0.4,Midfielder
20,187,30.0,47.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.5,85.3,0.9,Defender
21,176,23.0,36.9565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0,0.3,80.8,0.4,Midfielder
19,177,50.0,38.22,0.02,0.08,0.02,0.0,1.2,83.2,0.0,Midfielder
18,194,5.0,9.6,0.0,0.0,0.0,0.0,0.6,90.6,0.4,Forward
19,170,2.0,24.5,0.0,0.0,0.5,0.0,0.5,94.4,0.0,Midfielder
24,180,127.0,49.7795275590551,0.0629921259842519,0.125984251968504,0.0866141732283464,0.0,0.7,74.5,0.5,Midfielder
31,195,171.0,89.6666666666667,0.0,0.0058479532163742,0.0292397660818713,0.0,0.0,66.5,0.2,Goalkeeper
23,193,146.0,77.027397260274,0.047945205479452,0.0205479452054794,0.0890410958904109,0.0205479452054794,0.4,79.4,2.4,Defender
31,187,202.0,86.8960396039604,0.0643564356435643,0.0297029702970297,0.0247524752475247,0.0049504950495049,0.6,81.1,4.5,Defender
28,180,227.0,64.0044052863436,0.0572687224669603,0.123348017621145,0.092511013215859,0.0,0.7,78.5,0.3,Midfielder
20,180,37.0,29.0540540540541,0.0,0.0,0.081081081081081,0.0,0.4,79.4,0.4,Midfielder
21,170,26.0,77.0769230769231,0.192307692307692,0.0384615384615384,0.0769230769230769,0.0,1.7,80.3,0.5,Midfielder
35,180,362.0,88.328729281768,0.0441988950276243,0.0248618784530386,0.165745856353591,0.0027624309392265,0.6,71.0,3.5,Defender
18,181,23.0,59.7391304347826,0.0,0.0434782608695652,0.0869565217391304,0.0,0.2,84.8,1.0,Midfielder
26,183,100.0,54.17,0.01,0.05,0.19,0.0,0.7,80.5,0.6,Midfielder
28,187,81.0,69.9012345679012,0.135802469135802,0.0617283950617283,0.185185185185185,0.0123456790123456,1.0,72.2,1.8,Midfielder
23,191,68.0,56.7352941176471,0.0441176470588235,0.0147058823529411,0.205882352941176,0.0,0.2,79.3,1.2,Defender
25,185,110.0,70.2545454545455,0.0272727272727272,0.127272727272727,0.163636363636364,0.009090909090909,0.7,81.4,0.5,Midfielder
26,192,137.0,80.6423357664234,0.0218978102189781,0.0145985401459854,0.145985401459854,0.0,0.4,82.6,2.4,Defender
23,184,31.0,42.9032258064516,0.225806451612903,0.0967741935483871,0.032258064516129,0.0,1.3,65.7,0.4,Forward
26,182,17.0,55.8235294117647,0.117647058823529,0.0588235294117647,0.117647058823529,0.0,1.4,78.3,0.3,Midfielder
20,192,37.0,34.7297297297297,0.162162162162162,0.081081081081081,0.135135135135135,0.0,1.0,59.1,0.7,Forward
29,187,84.0,87.5357142857143,0.0,0.0,0.0833333333333333,0.0,0.0,72.6,0.3,Goalkeeper
22,202,19.0,34.0,0.105263157894737,0.0,0.157894736842105,0.0,0.7,78.0,0.9,Midfielder
26,184,219.0,72.0182648401827,0.0821917808219178,0.0639269406392694,0.296803652968037,0.0091324200913242,1.2,79.3,2.4,Midfielder
33,190,110.0,76.2909090909091,0.0636363636363636,0.009090909090909,0.209090909090909,0.0,0.5,82.9,2.0,Defender
23,175,145.0,48.4827586206897,0.0689655172413793,0.0758620689655172,0.151724137931034,0.0,0.8,80.5,0.2,Midfielder
20,185,91.0,51.7692307692308,0.0879120879120879,0.0989010989010989,0.131868131868132,0.0,1.3,77.2,0.3,Midfielder
26,178,129.0,71.1937984496124,0.209302325581395,0.217054263565891,0.0232558139534883,0.0,1.3,79.3,0.5,Midfielder
19,189,5.0,47.0,0.0,0.0,0.0,0.0,0.4,85.1,1.2,Midfielder
22,181,10.0,65.2,0.0,0.0,0.2,0.0,0.5,87.6,0.2,Defender
25,178,78.0,69.6282051282051,0.115384615384615,0.0897435897435897,0.102564102564103,0.0,0.5,89.1,0.3,Midfielder
32,195,152.0,89.5657894736842,0.0,0.0,0.105263157894737,0.0,0.0,69.0,0.2,Goalkeeper
25,191,34.0,77.7941176470588,0.117647058823529,0.0,0.441176470588235,0.0294117647058823,0.9,85.3,2.0,Defender
20,177,2.0,23.0,0.0,0.5,0.0,0.0,0.5,80.8,0.0,Forward
33,183,376.0,70.4281914893617,0.0239361702127659,0.0132978723404255,0.24468085106383,0.0026595744680851,0.6,84.7,1.5,Midfielder
24,182,164.0,56.0548780487805,0.164634146341463,0.0853658536585365,0.109756097560976,0.0,1.1,80.6,0.5,Forward
25,189,66.0,70.3181818181818,0.318181818181818,0.0454545454545454,0.121212121212121,0.0,1.8,69.3,1.6,Forward
19,173,6.0,31.0,0.166666666666667,0.0,0.0,0.0,0.8,91.9,0.0,Midfielder
27,184,239.0,58.2384937238494,0.167364016736402,0.125523012552301,0.0836820083682008,0.0,1.1,82.2,0.5,Midfielder
20,180,1.0,47.0,0.0,0.0,0.0,0.0,1.0,41.7,0.0,Forward
20,189,26.0,26.4615384615385,0.0,0.0,0.0,0.0,0.4,86.0,0.3,Midfielder
21,172,1.0,17.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,Defender
18,177,4.0,8.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,Forward
36,186,65.0,85.2,0.0,0.0,0.0923076923076923,0.0153846153846153,0.0,55.8,0.4,Goalkeeper
32,191,360.0,67.2611111111111,0.341666666666667,0.0583333333333333,0.0277777777777777,0.0,1.8,62.3,3.3,Forward
24,182,163.0,53.4601226993865,0.134969325153374,0.110429447852761,0.0245398773006134,0.0,1.1,86.2,0.2,Midfielder
22,180,56.0,88.375,0.0178571428571428,0.0357142857142857,0.160714285714286,0.0,0.6,79.1,1.4,Defender
22,179,84.0,48.8809523809524,0.0833333333333333,0.142857142857143,0.107142857142857,0.0,1.5,79.9,1.2,Midfielder
26,190,201.0,72.4825870646766,0.0845771144278607,0.0248756218905472,0.154228855721393,0.0099502487562189,1.1,79.1,2.0,Midfielder
27,195,264.0,85.1628787878788,0.0568181818181818,0.0151515151515151,0.185606060606061,0.0189393939393939,0.6,85.8,2.8,Defender
26,191,217.0,79.3410138248848,0.064516129032258,0.064516129032258,0.23963133640553,0.0092165898617511,1.0,81.8,1.5,Midfielder
32,188,211.0,90.0,0.0,0.0,0.0521327014218009,0.0,0.0,61.8,0.3,Goalkeeper
33,195,238.0,85.2731092436975,0.0588235294117647,0.0252100840336134,0.0798319327731092,0.0168067226890756,0.5,80.7,2.9,Defender
26,179,216.0,67.3101851851852,0.0694444444444444,0.0648148148148148,0.222222222222222,0.0046296296296296,1.0,84.0,1.1,Midfielder
25,179,63.0,65.8730158730159,0.142857142857143,0.126984126984127,0.111111111111111,0.0,1.4,73.6,1.3,Midfielder
23,176,119.0,68.0840336134454,0.0672268907563025,0.0588235294117647,0.159663865546218,0.0084033613445378,0.9,81.8,0.4,Midfielder
23,192,62.0,67.6451612903226,0.032258064516129,0.0161290322580645,0.112903225806452,0.0,0.4,83.8,1.6,Defender
27,183,158.0,56.7848101265823,0.265822784810127,0.050632911392405,0.0569620253164556,0.0,1.4,69.4,1.3,Forward
30,173,418.0,71.2966507177033,0.141148325358852,0.124401913875598,0.11244019138756,0.0071770334928229,1.1,84.8,0.8,Midfielder
18,185,3.0,23.3333333333333,0.0,0.0,0.0,0.0,0.0,28.2,0.0,Forward
21,184,178.0,57.7415730337079,0.269662921348315,0.185393258426966,0.0561797752808988,0.0,1.7,84.6,0.3,Midfielder
22,184,168.0,64.9226190476191,0.166666666666667,0.220238095238095,0.0535714285714285,0.0,1.5,81.1,0.5,Midfielder
26,186,286.0,80.5944055944056,0.0244755244755244,0.0279720279720279,0.178321678321678,0.0174825174825174,0.4,88.2,2.3,Defender
27,190,175.0,84.6971428571429,0.0285714285714285,0.0171428571428571,0.0971428571428571,0.0057142857142857,0.2,90.2,2.3,Defender
24,178,111.0,79.9099099099099,0.027027027027027,0.054054054054054,0.198198198198198,0.018018018018018,0.5,80.2,1.4,Defender
20,188,33.0,65.4545454545455,0.121212121212121,0.0606060606060606,0.212121212121212,0.0,0.4,93.6,0.6,Midfielder
36,192,298.0,88.006711409396,0.0,0.0033557046979865,0.0637583892617449,0.0,0.0,66.2,0.2,Goalkeeper
29,190,254.0,72.9763779527559,0.0708661417322834,0.0157480314960629,0.275590551181102,0.0039370078740157,0.9,84.4,2.1,Midfielder
29,189,367.0,68.3542234332425,0.155313351498638,0.141689373297003,0.0980926430517711,0.0,1.7,84.3,1.4,Midfielder
38,193,591.0,89.9644670050761,0.0,0.0016920473773265,0.027072758037225,0.0,0.0,79.2,0.1,Goalkeeper
19,183,77.0,24.3636363636364,0.181818181818182,0.0779220779220779,0.0519480519480519,0.0,1.1,81.8,0.4,Forward
18,178,1.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Defender
20,192,9.0,46.3333333333333,0.0,0.0,0.111111111111111,0.0,0.0,83.5,1.3,Defender
25,185,47.0,82.6595744680851,0.0425531914893617,0.0638297872340425,0.276595744680851,0.0,0.8,81.6,1.4,Defender
20,175,49.0,53.7959183673469,0.0816326530612244,0.0612244897959183,0.122448979591837,0.0,1.1,81.6,0.3,Midfielder
28,188,141.0,71.1347517730496,0.0709219858156028,0.0496453900709219,0.234042553191489,0.0212765957446808,0.7,85.0,1.3,Midfielder
26,188,13.0,83.4615384615385,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,70.7,0.0,Goalkeeper
35,182,576.0,79.9375,0.142361111111111,0.147569444444444,0.222222222222222,0.0069444444444444,1.0,87.1,0.6,Midfielder
22,195,11.0,64.5454545454546,0.272727272727273,0.181818181818182,0.0909090909090909,0.0,2.4,53.5,2.7,Forward
19,185,3.0,42.3333333333333,0.0,0.0,0.0,0.0,0.0,87.9,0.3,Defender
39,190,511.0,83.2563600782779,0.0215264187866927,0.0195694716242661,0.211350293542074,0.0039138943248532,0.3,86.0,1.9,Defender
22,172,133.0,52.3609022556391,0.120300751879699,0.0827067669172932,0.18796992481203,0.0,0.9,79.9,0.5,Midfielder
25,189,141.0,55.0496453900709,0.0425531914893617,0.0354609929078014,0.191489361702128,0.0354609929078014,0.8,84.5,1.0,Midfielder
30,176,269.0,59.368029739777,0.0669144981412639,0.152416356877323,0.107806691449814,0.0,0.7,81.0,0.3,Midfielder
30,187,205.0,73.8048780487805,0.0097560975609756,0.0048780487804878,0.214634146341463,0.024390243902439,0.2,84.9,1.5,Defender
19,179,1.0,13.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,Forward
24,181,55.0,36.4363636363636,0.0181818181818181,0.0545454545454545,0.109090909090909,0.0,0.5,85.6,0.3,Midfielder
24,191,111.0,80.1531531531532,0.018018018018018,0.036036036036036,0.234234234234234,0.027027027027027,0.4,85.5,2.6,Defender
22,187,76.0,55.1447368421053,0.0657894736842105,0.0131578947368421,0.171052631578947,0.0394736842105263,0.3,89.4,1.5,Defender
25,183,105.0,70.9714285714286,0.0380952380952381,0.0571428571428571,0.152380952380952,0.0095238095238095,0.8,88.5,0.9,Midfielder
19,170,4.0,29.0,0.25,0.0,0.0,0.0,0.3,80.0,0.0,Midfielder
34,192,147.0,88.7959183673469,0.0,0.0068027210884353,0.0204081632653061,0.0,0.0,54.8,0.3,Goalkeeper
20,170,26.0,62.5384615384615,0.0384615384615384,0.0384615384615384,0.192307692307692,0.0,0.7,81.3,0.2,Defender
22,186,42.0,64.3095238095238,0.0952380952380952,0.0238095238095238,0.333333333333333,0.0238095238095238,0.5,79.5,2.6,Defender
24,184,25.0,74.16,0.16,0.2,0.24,0.0,2.6,74.4,1.4,Forward
22,185,82.0,64.6829268292683,0.0,0.0121951219512195,0.24390243902439,0.0121951219512195,0.4,85.0,1.1,Midfielder
27,183,219.0,71.2922374429224,0.0410958904109589,0.0639269406392694,0.168949771689498,0.0,0.6,84.7,0.7,Midfielder
21,181,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Forward
22,172,10.0,50.5,0.0,0.0,0.1,0.0,0.8,82.7,0.3,Forward
28,185,199.0,79.8592964824121,0.0201005025125628,0.0050251256281407,0.281407035175879,0.0402010050251256,0.3,86.9,1.9,Defender
26,185,54.0,86.3333333333333,0.0,0.0,0.0185185185185185,0.0,0.0,66.3,0.2,Goalkeeper
21,175,1.0,17.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Forward
22,177,92.0,50.2934782608696,0.0869565217391304,0.0217391304347826,0.0869565217391304,0.0217391304347826,1.5,74.8,0.5,Midfielder
30,191,198.0,89.4848484848485,0.0,0.005050505050505,0.0808080808080808,0.0,0.0,59.4,0.2,Goalkeeper
23,185,116.0,57.7068965517241,0.0517241379310344,0.0603448275862069,0.155172413793103,0.0,0.6,85.6,1.2,Midfielder
28,178,360.0,66.3861111111111,0.111111111111111,0.111111111111111,0.0888888888888888,0.0,1.2,79.0,0.6,Midfielder
19,174,78.0,50.8333333333333,0.282051282051282,0.0641025641025641,0.17948717948718,0.0128205128205128,1.7,73.1,0.7,Forward
23,188,24.0,50.5416666666667,0.0416666666666666,0.0416666666666666,0.125,0.0,0.7,89.9,0.3,Midfielder
32,187,302.0,69.5298013245033,0.0364238410596026,0.0629139072847682,0.19205298013245,0.0132450331125827,0.6,87.8,1.1,Midfielder
23,188,111.0,78.3153153153153,0.027027027027027,0.018018018018018,0.153153153153153,0.018018018018018,0.4,87.5,1.9,Defender
19,185,29.0,52.0344827586207,0.103448275862069,0.0689655172413793,0.172413793103448,0.0,1.1,78.6,0.9,Midfielder
24,168,110.0,43.5090909090909,0.0272727272727272,0.0727272727272727,0.0181818181818181,0.0,0.6,85.7,0.0,Midfielder
23,175,10.0,25.3,0.1,0.0,0.0,0.0,0.6,76.5,0.4,Midfielder
37,190,179.0,88.2905027932961,0.0,0.0,0.0949720670391061,0.0111731843575419,0.0,49.9,0.3,Goalkeeper
20,180,63.0,37.4444444444444,0.111111111111111,0.0793650793650793,0.126984126984127,0.0,1.2,69.5,1.0,Forward
24,185,122.0,69.7131147540984,0.0573770491803278,0.0983606557377049,0.180327868852459,0.0081967213114754,0.6,78.8,1.0,Defender
21,182,48.0,31.1666666666667,0.0625,0.0833333333333333,0.0625,0.0,0.4,77.8,0.3,Midfielder
26,183,132.0,62.4469696969697,0.0454545454545454,0.0833333333333333,0.0757575757575757,0.0151515151515151,0.9,80.5,1.0,Midfielder
32,180,350.0,82.4057142857143,0.08,0.0885714285714285,0.162857142857143,0.0085714285714285,0.7,87.2,0.7,Midfielder
25,196,14.0,89.7142857142857,0.0,0.0,0.0,0.0,0.0,80.4,0.3,Goalkeeper
25,188,99.0,74.4040404040404,0.0606060606060606,0.0303030303030303,0.0707070707070707,0.0101010101010101,0.5,88.2,1.8,Defender
21,172,35.0,58.0571428571429,0.0857142857142857,0.0285714285714285,0.0,0.0,1.2,73.1,0.4,Midfielder
27,190,212.0,79.7169811320755,0.0471698113207547,0.0235849056603773,0.231132075471698,0.0094339622641509,0.6,80.8,1.6,Defender
20,183,39.0,43.6923076923077,0.0256410256410256,0.0512820512820512,0.128205128205128,0.0,0.8,84.9,0.7,Midfielder
26,192,126.0,78.8412698412698,0.0476190476190476,0.0079365079365079,0.142857142857143,0.0,0.3,83.4,1.8,Defender
24,184,88.0,48.2045454545455,0.0568181818181818,0.0568181818181818,0.0795454545454545,0.0,1.1,79.8,0.2,Midfielder
33,187,301.0,89.8504983388704,0.0,0.0,0.0664451827242525,0.0,0.0,69.9,0.3,Goalkeeper
27,183,135.0,56.7703703703704,0.0148148148148148,0.0592592592592592,0.155555555555556,0.0,0.6,86.5,0.4,Midfielder
26,187,160.0,82.4,0.0125,0.0125,0.175,0.00625,0.3,90.1,1.0,Defender
25,188,103.0,51.4854368932039,0.12621359223301,0.029126213592233,0.233009708737864,0.0,1.1,76.9,1.2,Midfielder
24,191,53.0,51.9811320754717,0.0377358490566037,0.0377358490566037,0.207547169811321,0.0,0.9,67.5,1.9,Midfielder
21,186,41.0,40.9268292682927,0.146341463414634,0.048780487804878,0.170731707317073,0.0,1.1,79.4,0.6,Midfielder
25,181,103.0,79.6116504854369,0.223300970873786,0.0485436893203883,0.203883495145631,0.0097087378640776,1.7,83.7,1.5,Midfielder
24,180,95.0,62.9684210526316,0.315789473684211,0.0526315789473684,0.105263157894737,0.0,1.8,67.8,1.5,Forward
26,191,97.0,75.1649484536083,0.0103092783505154,0.0309278350515463,0.22680412371134,0.0,0.3,87.8,1.6,Defender
31,184,306.0,65.7516339869281,0.0490196078431372,0.022875816993464,0.173202614379085,0.0196078431372549,0.8,87.2,0.8,Midfielder
24,193,161.0,67.1304347826087,0.279503105590062,0.105590062111801,0.0993788819875776,0.0,1.7,65.4,2.2,Forward
23,187,54.0,83.037037037037,0.111111111111111,0.037037037037037,0.277777777777778,0.0185185185185185,0.6,82.5,2.5,Defender
23,176,121.0,66.4297520661157,0.0330578512396694,0.024793388429752,0.31404958677686,0.0,0.6,85.0,0.5,Midfielder
34,188,357.0,85.8991596638656,0.0756302521008403,0.0196078431372549,0.179271708683473,0.0056022408963585,0.7,75.8,3.1,Defender
26,190,55.0,82.6909090909091,0.0,0.0181818181818181,0.109090909090909,0.0181818181818181,0.3,87.2,1.9,Defender
31,193,299.0,90.1304347826087,0.0,0.0133779264214046,0.060200668896321,0.0033444816053511,0.0,52.0,0.3,Goalkeeper
